year,state,act,jim_crow
1915,South Carolina,"separation of employees of different races provided forâ€”equal accommodations.â€”be it enacted by the general assembly of the state of south carolina, that it shall be unlawful for any person, firm or corporation engaged in the business of cotton textile manufacturing in this state to allow or permit operatives, help and labor of different races to labor and work together within the same room, or to use the same doors of entrance and exit at the same time, or to use and occupy the same pay ticket windows or doors for paying off its operatives and laborers at the same time, or to use the same stairways and windows at the same time, or to use at any time the same lavatories, toilets, drinking water buckets, pails, cups, dippers or glasses provided, equal accommodations shall be supplied and furnished to all persons employed by said person, firm or corporation engaged in the business of cotton textile manufacturing as aforesaid, without distinction to race, color or previous condition section 2.",1
1915,South Carolina,"penalty for violating this act.â€”any firm, person or corporation engaged in cotton textile manufacturing violating the proof this act shall be liable to a penalt of no over ol) hundred ($100.00) dollars for each and every offense, to be recovered in suit by any citizen of the county in which the offense is committed and to be paid to the school fund of the district in which offending textile manufacturing establishment is located.",1
1915,South Carolina,"act not to apply to certain employees.â€”this act shall not apply to employment of firemen as subordinates in boiler rooms, truckmen, or to floor scrubbers and those persons employed in keeping in proper condition lavatories and toilets, and carpenters, mechaniÂ¢s and others engaged in the repair or erection of buildings.",1
1915,South Carolina,immediately effective â€”this act shall take effect immediately upon its approval by the governor.,0
1915,South Carolina,"approved the sixteenth day of february, a. d. 1915.",0
1915,South Carolina,"an act to amend sections 3354, 3355 and 3356, volume i, code of laws, 1912, relating to the state hospital for the insane, and providing a government for the same.",0
1915,South Carolina,"the state of south carolina, at a general assembly begun to be holden at columbia on the second tuesday in january in the year of our lord one thousand (seal) nine hundred and _ fifteen, and thence continued by divers adjournments to the day of , in the year of our lord one thousand nine hundred and fifteen.",0
1915,South Carolina,"section 3354, volume i, code of laws, 1912, amended.â€”be it enacted by the general assembly of the state of south carolina, that section 3354, code of laws, 1912, volume i, be, and the same is hereby, amended by striking out all of said section and inserting in lieu thereof the following: section 3354.",0
1915,South Carolina,"appointment of regentsâ€”termâ€”appointment for unexpired termâ€”immediately upon the approval of this act, the governor, with the advice and consent of the senate, shall appoint five regents for the state hospital for the insane.",0
1915,South Carolina,"the term of one regent shall be two years, the term of two regents shall be four years, and the term of two regents shall be six years.",0
