id,law_type,year,state,sentence,length,start_page,end_page,jim_crow,Notes,Labeler
18920076,Acts,1892,SOUTH CAROLINA,"That it shall be the duty of the Commissioners herein provided for to make to the General Assembly annual reports of the transactions of their office, and to recommend from time to time such legislation as they may deem advisable under the pro- vision of this Act.",268,60,60,0,,Morgan
18920077,Acts,1892,SOUTH CAROLINA,"That said Railroad Commissioners in making any examination for the purpose of obtaining information pursuant to this Act shall have power to issue subpeenas for the attendance of witnesses by such rules as they may prescribe, and said wit- nesses shall receive from the State Treasury for such attendance one dollar per day and five cents per mile traveled by the nearest practicable route in going to and returning from the place of meeting of said Commissioners, to be ordered paid by the Comp- troller-General upon presentation of subpoenas sworn to by the witnesses as to the number of days served and miles traveled before the Clerk of said Commissioners, who is hereby author- ized to administer oaths.",711,60,60,0,,Morgan
18920078,Acts,1892,SOUTH CAROLINA,"In case any person shall willfully fail or refuse to obey such subpeena, it shall be the duty of any Circuit Judge of the Court of Common Pleas and General Sessions of any County, upon application of said Commission- ers, to issue an attachment for such witness and compel him to attend before the Commissioners and give his testimony upon such matters as shall be lawfully required by such Commission- ers and said Circuit Judge shall have power to punish for contempt as in other cases of refusal to obey the process or order of the Court.",541,60,60,0,,Morgan
18920079,Acts,1892,SOUTH CAROLINA,"That every officer, agent or employee of any railroad company who shall willfully neglect or refuse to make and furnish any report required by the Commissioners as necessary to the purposes of this Act, or who shall willfully and unlawfully hinder, delay or obstruct said Commissioners in the discharge of the duties imposed upon them, shall forfeit and pay a sum of not less than one hundred dollars nor more than one thousand dol- lars for each offense, to be recovered in an action in the name of the State as provided in Section 9 of this Act - Src.",557,60,60,0,,Morgan
18920080,Acts,1892,SOUTH CAROLINA,That it shall be the duty of the Commissioners to enforce the provisions of this Act and of Title XII of the General Statutes where not repugnant to this Act.,162,60,60,0,,Morgan
18920081,Acts,1892,SOUTH CAROLINA,"That the offices of Railroad Commissioners in this State be, and the same are hereby, declared vacant from the 31st day of December, A. D. 1892. That such vacancy shall be sup- plied as hereinbefore provided.",214,60,61,0,,Morgan
18920082,Acts,1892,SOUTH CAROLINA, That all railroad companies owning or operating a line or railroad situated in whole or in part within the limits of this State shall deposit with the Railroad Commissioners a list containing the names and residences of the President and Board of Directors of the railroad company owning or operating the said line of railroad.,331,61,61,0,,Morgan
18920083,Acts,1892,SOUTH CAROLINA,"That all Acts or parts of Acts inconsistent with this Act be, and the same are hereby, repealed.",105,61,61,0,,Morgan
18920084,Acts,1892,SOUTH CAROLINA,That this Act shall take effect immediately upon and after its approval.,76,61,61,0,,Morgan
18920085,Acts,1892,SOUTH CAROLINA,"Approved December 19th, A. D. 1892. AN ACT to Repeat SEcTION 1 oF AN AcT ENTITLED “AN Act To REQUIRE CounTy TREASURERS TO REPORT NuUM- BER OF Potts WHo Have Parp THEIR PoLL Tax TO THE CHAIRMAN OF THE BOARD OF TRUSTEES IN THE SEVERAL Scnoot Districts, AND TO THE SCHOOL COMMISSIONER, AND TO REQUIRE ScHOOL TRUSTEES TO REPORT TO THE County AupirorR ALL TAXABLE PoLiLs IN THEIR DiIs- TRICT,” APPROVED DECEMBER 22, 1891, AND TO RETAIN IN Force an Act ENTITLED “AN AcT TO AMEND THE GENERAL STATUTES RELATING TO THE ASSESSMENT AND COLLECTION OF TAXES FOR SCHOOL PURPOSES, AND TO App Two New SsEctTIons, TO BE KNowN AS SECTION 229a AND 2296,” APPROVED DECEMBER 24TH, A. D. 1890.",671,61,61,0,,Morgan
18920086,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That all of Section 1 of an Act entitled ‘‘An Act to require County Trea- surers to report number of polls who have paid their poll tax to the Chairman of the Board of Trustees in the several school dis- tricts, and to the School Commissioner, and to require School Trustees to report to the County Auditor all taxable polls in their district,” approved December 29th, 1891, after the enacting words be, and the same is hereby, repealed.",614,61,61,0,,Morgan
18920087,Acts,1892,SOUTH CAROLINA,"That Section 3 of said Act be amended so as to read as follows: SECTION 3. That any Auditor failing to comply with this Act or the provisions of an Act entitled <‘An Act to amend the Gen- eral Statutes, relating to the assessment and collection of taxes for school purposes, and to add two new Sections, to be known as Sections 229a and 229d,” approved December 24th, A. D. 1890, shall be deemed guilty of a misdemeanor, and upon convic- tion before a Court of competent jurisdiction shall be fined in a sum of not more than one hundred dollars, or be imprisoned for a term not exceeding thirty days.",603,62,62,0,,Morgan
18920088,Acts,1892,SOUTH CAROLINA,"That nothing in this Act shall be construed as repeal- ing the provisions of an Act entitled ‘‘An Act to amend the General Statutes relating to the assessment and collection of taxes for school purposes, and to add two new Sections, to be known as Sections 229a and 2290,” approved December 24th, 1890.",305,62,62,0,,Morgan
18920089,Acts,1892,SOUTH CAROLINA,"Approved December 20th, A. D. 1892. AN ACT To AMEND AND DECLARE THE LAW IN REGARD TO AcTIons By AND AGAINST THE REPRESENTATIVES OF DE- CEASED PERSONS AND OTHERS FOR INJURIES TO REAL EsTATE.",189,62,62,0,,Morgan
18920090,Acts,1892,SOUTH CAROLINA,"Whereas there is no remedy provided by law in SOUTH CAROLINA for injuries to the real estate of any person deceased committed during the lifetime of such deceased person, or for injuries to the real estate of any person committed by any person deceased during the lifetime of such deceased person.",297,62,62,0,,Morgan
18920091,Acts,1892,SOUTH CAROLINA,"Now, for remedy thereof, SECTION 1. Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That causes of action for and in respect to any and all injuries and trespasses to and upon real estate shall survive both to and against the personal or real representative (as the case may be) of de- ceased persons, and the legal representatives of insolvent persons, and defunct or insolvent corporations, any law or rule to the contrary notwithstanding Approved December 20th, A. D. 1892 AN ACT To RECHARTER THE SouTH CAROLINA MEDICAL ASSOCIATION, AND TO ESTABLISH A STATE Boarp OF HEALTH AND DEFINE Its DUTIEs.",719,62,63,0,,Morgan
18920092,Acts,1892,SOUTH CAROLINA," Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That the charter of incorporation of the SOUTH CAROLINA Medical Association, granted by the Act of the General Assembly of the State of SOUTH CAROLINA entitled <‘An Act to incorporate certain societies of SOUTH CAROLINA, and to renew certain charters here- tofore granted,” passed on the nineteenth day of December, one thousand eight hundred and forty-eight, with the rights and privileges therein contained, be revived and made of force and continued for the term of fourteen years.",661,63,63,0,,Morgan
18920093,Acts,1892,SOUTH CAROLINA,"2. That W. H. Hardin, President; G. W. Heinitsh, M.D., 1st Vice-President ; L. C. Stephens, M. D., 2nd Vice- President ; A. L, Gaubert, M D 3rd Vice-President ; Mazyck P Ravenel, M. D., Corresponding Secretary ; W. Peyre Porcher, Recording Secretary ;C. M. Rees, M. D., Treasurer and their associates, members of the SOUTH CAROLINA Medical Association, and their successors, in their corporate capacity, together with the Attorney and Comptroller Generals of the State, and their successors in office, be, and the same are hereby, created a Board of Health for the State of SOUTH CAROLINA, to be known as the State Board of Health Src.",635,63,63,0,,Morgan
